gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,interceptionYards,interceptionTDs,passesIntercepted
400869116,2016,3,regular,Idaho,Sun Belt,away,6,0,-1,0,1,0,89,0,7,6,0,3,4,0,55,1,0,2,30:40,0,2,2,6-80,2.5,31,78,4.8,20-37,179,257,1-2,4-17,15,0,0,1
400868998,2016,3,regular,Missouri,SEC,home,27,0,-5,0,3,3,92,0,5,9,0,4,7,0,54,4,2,8,22:42,3,2,5,7-50,2.6,37,95,9.9,23-38,376,471,1-2,6-16,18,27,0,1
400868998,2016,3,regular,Georgia,SEC,away,28,1,25,0,2,3,31,0,1,4,2,0,1,0,54,0,0,4,37:18,1,0,1,3-30,2.7,38,101,5.6,29-55,308,409,1-1,9-22,25,25,0,3
400868994,2016,3,regular,North Texas,Conference USA,away,0,0,27,0,3,0,15,0,1,,0,2,1,0,54,0,4,4,23:47,1,0,1,7-70,-0.5,28,-13,3.0,6-22,66,53,0-2,2-13,8,12,0,1
400868994,2016,3,regular,Florida,SEC,home,32,4,23,0,5,0,12,0,1,6,0,1,10,0,28,7,8,6,36:13,1,0,1,11-97,5.9,43,255,7.4,16-29,216,471,0-2,6-13,26,25,0,1
400869000,2016,3,regular,Ohio,Mid-American,away,19,0,-9,0,3,1,,,,13,0,1,7.5,0,43,3,0,2,30:24,0,0,0,5-30,2.9,30,88,5.0,23-46,230,318,1-2,6-20,17,5,0,1
400869000,2016,3,regular,Tennessee,SEC,home,28,2,5,0,5,2,101,0,5,4,0,5,4,0,38,0,2,6,29:36,1,0,1,9-94,4.8,42,201,7.5,19-27,203,404,0-0,7-14,23,,,
400868999,2016,3,regular,East Carolina,American Athletic,away,15,0,0,0,1,1,38,0,2,9,0,2,3,0,32,0,2,4,38:25,2,2,4,8-75,3.6,33,119,6.9,44-58,400,519,2-2,5-14,34,,,
400868999,2016,3,regular,South Carolina,SEC,home,20,2,,,,0,80,0,1,8,2,0,11,0,64,4,0,2,21:35,0,0,0,7-65,4.7,25,117,7.0,16-28,195,312,1-2,3-12,13,0,0,2
400869001,2016,3,regular,Georgia Tech,ACC,home,38,3,,,,2,50,0,2,8,0,1,4,0,42,1,0,3,29:32,1,0,1,4-55,6.3,46,289,13.1,8-17,222,511,0-1,8-15,21,64,0,1
400869001,2016,3,regular,Vanderbilt,SEC,away,7,0,7,0,1,1,57,0,3,1,0,,6,0,40,1,0,1,30:28,1,0,1,5-45,2.8,30,85,6.1,20-31,190,275,0-1,4-13,17,0,0,1
400868959,2016,3,regular,Florida International,Conference USA,away,13,1,21,0,3,0,40,0,3,7,0,3,5,0,34,2,0,4,28:28,0,2,2,10-95,4.0,34,137,5.2,20-34,178,315,1-2,2-13,19,31,0,1
400868959,2016,3,regular,Massachusetts,FBS Independents,home,21,0,-1,0,1,3,39,0,2,3,2,1,6,0,35,3,0,9,31:32,1,0,1,9-72,3.2,36,116,6.6,28-42,278,394,1-3,7-16,21,,,
400869442,2016,3,regular,Pittsburgh,ACC,away,38,3,7,0,1,1,31,0,2,8,2,0,10,0,48,3,0,6,37:50,1,0,1,8-73,5.4,54,290,7.9,14-30,237,527,2-2,4-18,21,,,
400869442,2016,3,regular,Oklahoma State,Big 12,home,45,4,34,0,4,2,34,0,2,9,0,2,11,0,62,2,3,5,22:10,0,2,2,8-55,3.1,32,100,11.7,26-46,540,640,0-0,6-15,25,3,0,1
400869358,2016,3,regular,Florida Atlantic,Conference USA,away,7,1,0,0,2,0,141,0,6,1,1,3,6,0,57,2,0,0,24:30,2,2,4,10-93,2.2,37,82,4.6,15-28,129,211,1-2,1-13,13,,,
400869358,2016,3,regular,Kansas State,Big 12,home,63,7,79,1,4,1,,,,9,2,1,6,1,47,4,0,3,35:30,0,1,1,12-105,6.2,54,336,8.8,13-18,159,495,0-0,7-13,24,15,0,2
400869361,2016,3,regular,Rice,Conference USA,home,10,1,,,,0,80,0,4,4,0,1,4,0,70,1,1,5,29:33,0,1,1,3-21,5.6,42,234,1.1,9-27,31,265,0-0,6-18,14,0,0,1
400869361,2016,3,regular,Baylor,Big 12,away,38,2,5,0,2,3,16,0,1,8,1,2,9,0,48,2,1,9,30:27,1,0,1,8-85,5.5,54,296,8.1,23-42,342,638,3-4,7-17,31,,,
400868889,2016,3,regular,TCU,Big 12,home,41,4,2,0,1,1,44,0,2,11,0,,8,0,34,5,1,7,27:08,0,0,0,5-50,6.2,37,229,7.2,22-35,252,481,2-2,5-15,22,,,
400868889,2016,3,regular,Iowa State,Big 12,away,20,2,-2,0,4,0,118,0,5,8,0,,2,0,33,0,1,3,32:52,0,0,0,7-44,2.9,47,138,6.0,19-36,217,355,2-4,8-22,18,,,
400869359,2016,3,regular,Louisiana Tech,Conference USA,away,45,3,,,,3,82,0,4,9,0,1,6,0,52,2,2,1,27:54,0,0,0,8-89,7.3,36,261,9.7,20-32,311,572,1-2,4-10,27,,,
400869359,2016,3,regular,Texas Tech,Big 12,home,59,3,10,0,2,5,18,0,1,11,0,1,3,0,41,1,0,5,32:06,0,0,0,11-95,4.6,43,196,13.1,26-36,470,666,0-0,8-10,35,,,
400869520,2016,3,regular,Memphis,American Athletic,home,43,2,51,0,4,2,,,,13,4,1,8,1,52,1,1,3,28:36,0,0,0,8-89,4.4,47,205,7.6,15-25,189,394,0-1,3-14,19,61,1,2
400869520,2016,3,regular,Kansas,Big 12,away,7,1,,,,0,11,0,1,1,0,4,10,0,58,5,2,2,31:24,2,4,6,8-41,3.9,31,121,4.8,26-40,193,314,0-2,5-16,14,,,
400868912,2016,3,regular,Army,FBS Independents,away,66,7,19,0,3,1,,,,12,1,1,4,0,25,1,2,2,41:40,0,0,0,2-10,5.8,73,426,21.8,7-8,174,600,1-1,10-12,33,11,0,1
400868912,2016,3,regular,UTEP,Conference USA,home,14,1,,,,1,195,0,8,2,0,1,2,0,35,0,0,0,18:20,1,1,2,6-41,4.6,19,88,7.2,12-23,166,254,0-1,3-9,10,,,
400869113,2016,3,regular,Nebraska,Big Ten,home,35,2,42,0,3,3,40,0,2,5,0,3,5,0,37,1,0,4,35:05,0,1,1,7-55,4.9,47,228,5.7,17-35,200,428,2-3,5-13,26,,,
400869113,2016,3,regular,Oregon,Pac-12,away,32,5,5,0,1,0,70,0,4,,1,1,6,0,42,1,1,5,24:55,0,0,0,13-126,7.1,47,336,6.3,14-23,146,482,2-3,5-14,20,,,
400869110,2016,3,regular,USC,Pac-12,away,10,1,25,0,1,0,37,0,2,4,0,1,3,0,44,0,1,1,25:46,1,0,1,8-56,4.5,26,117,6.7,23-35,236,353,0-1,4-12,17,0,0,1
400869110,2016,3,regular,Stanford,Pac-12,home,27,2,,,,1,22,0,1,9,0,1,4,0,39,1,1,3,34:14,1,0,1,3-35,6.3,48,302,7.3,8-14,102,404,1-1,6-13,17,8,0,1
400869115,2016,3,regular,Portland State,Big Sky,away,3,0,,,,0,37,0,3,3,1,4,2,0,29,1,0,1,33:42,1,3,4,1-15,0.8,42,34,8.7,11-17,148,182,2-2,3-13,13,,,
400869115,2016,3,regular,Washington,Pac-12,home,41,1,,,,5,10,0,1,5,3,2,11,0,37,4,0,2,26:18,0,1,1,5-65,6.1,35,213,8.8,14-22,194,407,1-1,4-8,20,0,0,1
400869117,2016,3,regular,Texas,Big 12,away,43,4,43,0,4,1,146,0,8,11,0,,6,0,42,3,3,3,31:47,2,0,2,7-50,6.0,51,307,6.7,23-39,261,568,0-0,7-15,34,,,
400869117,2016,3,regular,California,Pac-12,home,50,3,1,0,2,4,167,0,6,6,0,3,4,0,34,3,2,3,28:13,0,0,0,6-71,2.8,40,111,9.9,27-40,396,507,1-2,7-15,24,62,0,2
400869114,2016,3,regular,Idaho State,Big Sky,away,7,1,,,,0,65,0,4,1,0,1,10,0,42,3,2,2,29:50,4,1,5,6-43,5.9,23,136,4.7,28-48,227,363,0-2,5-15,17,3,0,1
400869114,2016,3,regular,Oregon State,Pac-12,home,37,3,-13,0,4,0,33,0,2,13,1,1,7,0,34,3,3,6,30:10,1,0,1,9-95,6.0,41,246,5.7,15-30,172,418,0-1,4-16,17,144,0,4
400869282,2016,3,regular,Kent State,Mid-American,home,27,1,24,0,4,2,,,,9,0,2,8,0,44,5,3,2,32:22,0,1,1,6-55,5.1,46,235,5.4,15-20,108,343,1-2,8-16,17,0,0,1
400869282,2016,3,regular,Monmouth,Big South,away,7,1,1,0,1,0,119,0,5,1,2,3,7,0,45,2,2,0,27:38,1,0,1,5-58,2.2,31,67,3.8,19-35,132,199,3-6,2-15,15,,,
400868924,2016,3,regular,UCLA,Pac-12,away,17,0,5,0,4,2,5,0,1,5,0,1,6,0,42,4,1,9,32:02,1,0,1,5-49,1.5,34,50,7.7,26-40,307,357,0-0,6-17,18,0,0,1
400868924,2016,3,regular,BYU,FBS Independents,home,14,1,16,0,4,1,,,,2,0,1,8,0,44,1,2,6,27:58,1,0,1,2-15,0.9,25,23,5.1,26-49,250,273,0-1,7-18,19,0,0,1
400868993,2016,3,regular,Texas A&M,SEC,away,29,1,,,,1,,,,17,1,2,13,0,56,4,6,4,28:56,0,0,0,9-70,6.2,37,231,6.2,20-40,247,478,1-1,2-15,19,,,
400868993,2016,3,regular,Auburn,SEC,home,16,2,6,0,1,0,34,0,1,4,0,1,4,0,39,1,13,5,31:04,0,1,1,6-28,4.4,54,236,4.7,22-35,163,399,0-2,6-17,26,,,
400868996,2016,3,regular,Mississippi State,SEC,away,20,1,1,0,1,1,40,0,3,8,1,2,5,0,27,0,0,1,27:16,0,1,1,5-35,1.8,32,56,6.7,17-32,214,270,3-4,1-14,14,,,
400868996,2016,3,regular,LSU,SEC,home,23,2,9,0,2,1,87,0,4,5,1,2,9,0,27,6,1,6,32:44,0,1,1,7-56,4.5,39,177,6.7,19-32,215,392,0-1,7-16,22,,,
400869283,2016,3,regular,Western Kentucky,Conference USA,away,31,1,52,1,2,2,171,0,5,7,1,3,10,1,43,7,3,8,24:15,1,2,3,9-126,3.9,35,136,8.6,19-31,268,404,0-1,2-12,19,,,
400869283,2016,3,regular,Miami (OH),Mid-American,home,24,1,,,,2,102,0,5,6,2,1,7,0,38,1,1,4,35:45,0,1,1,11-87,2.2,38,85,8.3,20-41,339,424,1-2,5-17,23,2,0,1
400869278,2016,3,regular,Marshall,Conference USA,home,38,1,20,0,3,4,174,0,8,8,1,1,6,0,25,2,6,4,36:45,3,1,4,17-180,3.0,38,114,7.6,33-59,446,560,3-3,6-17,31,,,
400869278,2016,3,regular,Akron,Mid-American,away,65,2,37,1,2,4,40,0,2,11,1,1,11,2,35,3,10,3,23:15,0,1,1,13-136,4.8,30,145,11.8,21-32,379,524,0-0,5-11,24,73,1,3
400869195,2016,3,regular,Fresno State,Mountain West,away,17,0,34,0,2,2,133,0,7,5,0,,6,0,44,0,2,5,23:44,0,0,0,12-138,1.9,27,51,7.8,13-26,203,254,0-0,0-13,7,,,
400869195,2016,3,regular,Toledo,Mid-American,home,52,2,,,,5,27,0,3,10,0,,11,0,30,5,6,2,36:16,0,0,0,6-45,5.8,55,318,10.8,16-28,301,619,0-0,8-15,27,,,
400869112,2016,3,regular,San José State,Mountain West,home,17,0,0,0,3,2,82,0,6,5,1,2,8,0,39,3,0,4,30:25,2,1,3,2-10,1.8,32,56,6.4,21-39,249,305,0-1,5-14,19,0,0,1
400869112,2016,3,regular,Utah,Pac-12,away,34,3,42,0,5,1,,,,10,1,1,12,0,42,10,3,3,29:35,1,1,2,7-69,5.4,37,201,8.5,21-30,255,456,0-0,3-11,19,5,0,2
400869109,2016,3,regular,UTSA,Conference USA,home,28,1,,,,3,42,0,2,4,2,0,5,0,39,1,1,7,29:53,0,0,0,5-21,3.1,30,93,6.2,19-37,229,322,1-2,6-17,16,0,0,1
400869109,2016,3,regular,Arizona State,Pac-12,away,32,1,10,0,3,2,99,0,4,14,0,3,10,0,35,4,5,3,30:07,1,2,3,3-30,4.3,48,205,8.5,15-31,264,469,0-0,7-15,25,,,
400869108,2016,3,regular,Hawai'i,Mountain West,away,28,3,,,,1,124,0,6,4,0,1,6,0,52,0,0,0,31:36,1,1,2,12-95,4.4,38,168,6.1,21-43,261,429,1-2,8-16,25,,,
400869108,2016,3,regular,Arizona,Pac-12,home,47,5,12,0,3,1,26,0,2,11,2,1,2,0,54,1,0,4,28:24,0,0,0,11-105,7.1,49,347,11.2,16-21,235,582,0-0,4-11,28,0,0,1
400869111,2016,3,regular,Michigan,Big Ten,home,45,3,132,2,6,1,81,0,2,9,0,2,10,2,34,4,8,3,31:35,0,1,1,5-41,4.1,41,168,7.6,16-30,229,397,0-0,5-16,20,,,
400869111,2016,3,regular,Colorado,Pac-12,away,28,0,58,0,3,3,101,0,4,4,1,1,6,0,33,3,0,5,28:25,0,0,0,7-46,1.9,33,64,7.7,18-34,261,325,0-1,1-13,15,,,
400869281,2016,3,regular,Bowling Green,Mid-American,home,21,3,-3,0,2,0,51,0,4,3,1,3,2,0,34,1,1,5,30:15,2,2,4,8-79,5.0,61,304,4.0,18-32,129,433,4-7,6-18,24,47,0,1
400869281,2016,3,regular,Middle Tennessee,Conference USA,away,41,3,12,0,2,3,58,0,4,5,3,3,5,0,55,2,1,2,29:45,1,1,2,3-36,4.3,37,158,9.3,18-30,278,436,0-0,7-14,20,30,0,2
400869280,2016,3,regular,Eastern Michigan,Mid-American,away,37,1,,,,2,142,0,5,13,1,0,7,1,42,2,5,2,31:34,1,0,1,7-90,2.4,30,72,9.2,24-31,285,357,0-0,7-13,17,57,1,2
400869280,2016,3,regular,Charlotte,Conference USA,home,19,0,-3,0,3,2,128,0,6,7,0,1,3,0,29,1,5,1,28:26,2,1,3,7-81,4.0,39,157,4.5,23-44,199,356,3-4,8-20,23,3,0,1
400868997,2016,3,regular,Ole Miss,SEC,home,43,1,3,0,1,3,32,0,2,13,1,2,6,0,44,1,4,2,24:37,0,2,2,6-65,3.1,33,101,10.5,26-40,421,522,0-0,5-15,23,,,
400868997,2016,3,regular,Alabama,SEC,away,48,3,95,1,2,0,79,0,3,12,2,3,5,1,34,3,2,6,35:23,0,1,1,9-75,7.0,48,334,5.1,19-31,158,492,0-0,7-15,22,,,
400868992,2016,3,regular,Texas State,Sun Belt,away,3,0,1,0,1,0,53,0,3,3,1,0,2,0,25,1,0,3,20:31,1,0,1,5-45,0.8,26,22,3.2,11-26,83,105,1-1,3-14,8,,,
400868992,2016,3,regular,Arkansas,SEC,home,42,3,1,0,2,2,26,0,2,6,0,1,5,1,25,4,1,5,34:29,0,1,1,7-40,5.1,44,226,11.0,16-22,241,467,1-1,4-9,26,25,1,1
400869284,2016,3,regular,Illinois,Big Ten,home,10,0,6,0,4,1,146,0,6,4,0,1,9,0,31,5,0,2,25:00,1,1,2,7-48,0.2,15,3,7.4,29-42,312,315,0-1,1-11,15,,,
400869284,2016,3,regular,Western Michigan,Mid-American,away,34,4,0,0,1,0,98,0,3,10,1,1,9,0,28,4,2,1,35:00,0,0,0,5-36,5.3,54,287,11.5,9-13,150,437,0-1,2-11,20,23,0,1
400869279,2016,3,regular,Eastern Kentucky,OVC,away,14,1,5,0,1,1,93,0,6,2,1,0,5,0,39,1,1,3,21:01,2,0,2,13-128,0.1,27,3,7.9,20-36,286,289,0-1,5-16,13,,,
400869279,2016,3,regular,Ball State,Mid-American,home,41,3,11,0,1,2,39,0,2,11,0,2,14,0,23,8,3,6,38:59,0,1,1,4-35,3.6,54,193,6.1,28-39,238,431,1-2,10-19,28,29,0,2
400869198,2016,3,regular,UNLV,Mountain West,away,21,1,9,1,3,1,96,0,6,3,1,0,3,1,51,0,0,4,28:06,2,0,2,9-94,4.8,38,182,3.2,15-41,131,313,2-4,5-20,15,,,
400869198,2016,3,regular,Central Michigan,Mid-American,home,44,0,11,0,3,6,96,0,4,12,0,1,9,0,53,1,2,3,31:54,0,1,1,4-40,4.3,34,147,10.1,20-35,352,499,0-0,6-14,23,13,0,2
400869197,2016,3,regular,San Diego State,Mountain West,away,42,3,7,0,1,3,93,0,3,6,0,1,6,0,50,1,0,4,32:10,1,0,1,11-107,6.2,45,278,6.6,11-19,126,404,1-1,5-13,22,38,0,2
400869197,2016,3,regular,Northern Illinois,Mid-American,home,28,1,12,0,1,3,137,0,5,4,0,,6,0,34,1,0,1,27:50,2,0,2,8-103,4.0,39,155,6.1,17-35,213,368,3-5,3-14,21,8,0,1
400869445,2016,3,regular,Wake Forest,ACC,home,38,4,-6,0,1,1,25,0,1,8,0,1,4,0,22,1,5,4,39:56,1,1,2,6-60,5.1,59,302,6.4,15-28,179,481,2-2,10-17,29,,,
400869445,2016,3,regular,Delaware,CAA,away,21,2,,,,1,72,0,3,3,1,1,4,0,55,1,5,3,20:04,0,0,0,1-5,2.5,22,56,1.9,6-20,38,94,0-0,2-9,8,7,0,1
400869441,2016,3,regular,North Carolina,ACC,home,56,5,13,0,1,3,66,0,3,8,0,1,7,0,52,3,3,7,25:17,0,1,1,10-110,5.4,32,173,14.0,29-33,462,635,0-0,7-8,30,,,
400869441,2016,3,regular,James Madison,CAA,away,28,3,,,,1,87,0,4,4,1,0,2,0,43,0,0,2,34:43,0,0,0,7-55,4.2,50,209,7.9,22-36,286,495,2-3,7-16,28,,,
400869522,2016,3,regular,SMU,American Athletic,home,29,2,,,,0,29,0,1,11,0,,3,1,41,3,1,6,30:06,2,0,2,5-60,6.1,47,286,6.5,19-32,209,495,0-1,6-18,25,71,1,4
400869522,2016,3,regular,Liberty,Big South,away,14,1,,,,1,97,0,3,2,0,,4,0,46,2,2,2,29:54,4,0,4,7-88,2.7,36,97,5.1,18-36,183,280,0-1,8-16,16,50,0,2
400869362,2016,3,regular,Troy,Sun Belt,away,37,1,14,0,2,3,123,0,5,13,1,1,5,0,48,0,1,10,35:54,1,0,1,10-70,3.8,49,186,4.4,10-28,123,309,2-2,3-18,19,4,0,2
400869362,2016,3,regular,Southern Miss,Conference USA,home,31,2,2,0,3,1,135,0,8,7,0,2,9,1,47,0,2,4,24:06,2,1,3,16-135,5.4,29,158,5.1,24-52,263,421,2-4,4-18,20,61,1,1
400869194,2016,3,regular,Wyoming,Mountain West,home,45,3,18,0,1,3,47,0,2,9,1,2,6,0,37,2,0,1,32:21,0,1,1,5-41,5.7,48,274,13.2,11-15,198,472,0-0,6-12,22,32,0,1
400869194,2016,3,regular,UC Davis,Big Sky,away,22,0,20,0,1,2,138,0,5,4,1,3,6,0,36,0,0,0,27:39,1,1,2,3-12,2.8,26,74,5.7,19-33,189,263,1-1,6-15,14,,,
400869656,2016,3,regular,Iowa,Big Ten,home,21,0,,,,3,74,0,4,3,0,1,4,0,31,3,2,3,23:20,1,0,1,3-16,1.4,25,34,8.2,13-24,197,231,1-1,5-13,12,5,0,1
400869656,2016,3,regular,North Dakota State,MVFC,away,23,1,,,,1,18,0,1,5,0,2,5,1,31,2,2,2,36:40,1,0,1,1-15,4.9,49,239,6.5,11-19,124,363,2-2,4-13,21,21,1,1
400869196,2016,3,regular,Nevada,Mountain West,home,38,4,11,0,1,1,17,0,1,8,0,,2,0,31,0,0,5,39:29,0,0,0,5-35,5.5,64,352,6.8,17-25,169,521,0-0,10-15,32,,,
400869196,2016,3,regular,Buffalo,Mid-American,away,14,1,9,0,2,1,61,0,3,2,0,,2,0,57,0,0,2,20:31,0,0,0,4-24,6.6,35,231,5.7,7-23,130,361,0-1,6-14,17,,,
400869613,2016,3,regular,Oklahoma,Big 12,home,24,0,,,,2,132,1,3,6,0,,3,1,47,1,1,2,24:11,2,0,2,4-28,4.9,36,177,7.1,17-32,226,403,0-3,5-13,19,,,
400869613,2016,3,regular,Ohio State,Big Ten,away,45,1,0,0,1,4,62,0,2,9,0,1,7,1,33,3,2,4,35:49,0,0,0,11-75,6.1,48,291,7.6,14-20,152,443,2-2,6-14,22,89,1,2
400868948,2016,3,regular,Notre Dame,FBS Independents,home,28,2,7,0,3,2,60,0,3,4,0,2,5,0,54,0,4,4,22:03,1,2,3,4-51,2.3,25,57,9.3,20-37,344,401,1-1,4-11,19,30,0,1
400868948,2016,3,regular,Michigan State,Big Ten,away,36,3,,,,2,42,0,3,4,2,0,6,0,36,2,5,3,37:57,1,0,1,3-45,5.0,52,260,9.3,19-26,241,501,1-1,9-18,22,0,0,1
400869518,2016,3,regular,UCF,American Athletic,home,24,1,9,0,1,2,38,0,2,6,0,6,10,0,37,5,3,7,29:11,1,3,4,7-56,3.6,54,195,7.0,21-37,260,455,3-5,5-17,24,,,
400869518,2016,3,regular,Maryland,Big Ten,away,30,4,,,,0,95,0,3,6,3,0,9,0,51,3,4,5,30:49,0,0,0,6-47,4.9,50,246,5.5,10-23,127,373,0-1,4-15,20,10,0,1
400869192,2016,3,regular,New Mexico,Mountain West,away,28,3,19,0,3,1,138,0,8,4,1,1,3,0,36,0,3,2,38:17,1,1,2,7-65,5.2,56,293,7.0,13-24,169,462,2-3,3-15,21,,,
400869192,2016,3,regular,Rutgers,Big Ten,home,37,1,112,1,8,2,,,,13,1,2,9,1,54,3,2,3,21:43,0,1,1,5-37,5.5,32,177,5.8,12-30,173,350,0-0,6-17,14,5,0,1
400869519,2016,3,regular,Temple,American Athletic,away,27,3,,,,0,,,,9,2,1,5,0,37,0,0,1,31:27,1,0,1,13-118,1.4,28,38,8.4,25-34,286,324,2-3,3-13,13,17,0,1
400869519,2016,3,regular,Penn State,Big Ten,home,34,3,6,0,7,1,83,0,4,10,0,5,9,0,26,3,0,2,28:33,1,2,3,7-62,3.1,37,116,12.0,18-24,287,403,2-2,2-9,21,14,0,1
400869657,2016,3,regular,Georgia State,Sun Belt,away,17,1,,,,1,7,0,1,5,1,1,2,0,50,1,1,2,22:32,0,0,0,5-45,1.4,24,33,9.0,20-30,269,302,1-2,4-13,12,0,0,1
400869657,2016,3,regular,Wisconsin,Big Ten,home,23,1,15,0,2,1,60,0,2,11,0,1,5,0,33,1,1,4,37:28,1,1,2,0-0,3.8,49,187,7.1,18-30,213,400,1-1,8-16,25,,,
400869439,2016,3,regular,Duke,ACC,away,13,2,20,0,2,0,25,0,1,1,0,2,11,0,48,5,12,6,27:07,1,1,2,7-62,3.4,34,117,5.7,27-49,279,396,1-3,5-17,23,0,0,2
400869439,2016,3,regular,Northwestern,Big Ten,home,24,0,44,0,5,3,26,0,2,6,1,0,5,0,46,2,1,8,32:53,2,0,2,5-37,2.0,44,86,8.2,18-39,320,406,0-0,8-19,22,3,0,1
400869360,2016,3,regular,NC State,ACC,home,49,3,,,,4,31,0,2,7,0,1,9,0,32,5,4,0,30:31,0,1,1,2-24,4.1,39,158,9.8,27-32,312,470,2-2,7-11,28,,,
400869360,2016,3,regular,Old Dominion,Conference USA,away,22,1,,,,2,149,0,7,4,1,0,5,0,38,1,0,2,29:29,0,0,0,7-50,3.7,32,117,7.6,17-27,204,321,2-2,7-17,15,,,
400869444,2016,3,regular,Virginia,ACC,away,10,1,11,0,2,0,,,,4,1,1,11,0,30,4,3,2,28:27,1,0,1,10-91,4.7,30,140,5.6,23-43,241,381,1-2,5-17,21,0,0,1
400869444,2016,3,regular,UConn,American Athletic,home,13,1,,,,0,,,,7,0,1,3,0,38,1,2,6,31:33,1,1,2,3-35,3.1,40,123,6.4,13-24,154,277,1-1,3-13,18,0,0,1
400869193,2016,3,regular,Utah State,Mountain West,home,34,3,5,0,1,1,74,0,5,10,1,2,9,0,27,4,6,3,30:43,1,0,1,6-54,4.2,47,198,5.4,11-25,136,334,0-0,6-16,18,19,0,2
400869193,2016,3,regular,Arkansas State,Sun Belt,away,20,1,,,,1,36,0,3,8,0,1,9,0,33,3,5,5,29:17,2,1,3,18-129,2.3,31,70,8.7,20-33,287,357,0-0,2-12,16,0,0,1
400869814,2016,3,regular,South Alabama,Sun Belt,away,23,1,,,,2,90,0,4,5,0,2,6,0,39,0,2,6,34:32,0,1,1,3-20,2.0,37,74,9.1,21-29,264,338,0-1,4-12,20,8,0,2
400869814,2016,3,regular,Louisiana,Sun Belt,home,28,1,-3,0,2,3,68,0,3,4,1,,9,0,29,2,0,3,25:28,2,0,2,4-30,7.1,36,256,9.8,18-26,256,512,0-1,5-12,20,,,
400869813,2016,3,regular,Georgia Southern,Sun Belt,home,23,2,29,0,3,0,79,0,4,11,1,3,6,0,23,2,7,3,37:35,0,1,1,14-130,4.9,71,345,4.2,5-17,71,416,0-0,9-21,27,6,0,1
400869813,2016,3,regular,UL Monroe,Sun Belt,away,21,1,14,0,1,2,,,,3,1,1,9,0,60,0,3,2,22:25,1,1,2,5-70,2.3,29,67,8.6,17-33,283,350,0-0,3-12,15,,,
400869720,2016,3,regular,Miami,ACC,away,45,3,12,0,1,3,60,0,2,9,0,,12,0,35,1,2,3,25:36,1,0,1,9-73,5.3,31,164,13.8,22-28,385,549,0-1,6-12,18,-3,0,1
400869720,2016,3,regular,App State,Sun Belt,home,10,0,0,0,2,1,21,0,1,4,0,2,3,0,29,1,2,0,34:24,1,0,1,8-60,2.9,49,144,5.2,10-22,115,259,1-2,2-13,17,60,0,1
400869443,2016,3,regular,Syracuse,ACC,home,20,0,,,,2,193,0,8,8,0,1,4,0,32,1,0,0,37:48,2,1,3,10-69,3.6,55,199,7.0,32-50,350,549,2-5,12-24,30,,,
400869443,2016,3,regular,South Florida,American Athletic,away,45,4,84,1,3,1,48,0,2,9,1,3,3,1,69,1,0,3,22:12,0,0,0,4-50,6.7,35,234,7.6,14-29,220,454,1-1,4-13,20,22,0,2
400869517,2016,3,regular,Houston,American Athletic,away,40,2,8,0,1,1,108,0,4,8,0,4,5,2,33,3,0,6,38:08,2,1,3,4-45,3.2,57,180,9.1,24-36,326,506,1-1,11-21,28,102,2,3
400869517,2016,3,regular,Cincinnati,American Athletic,home,16,0,,,,2,48,0,2,4,1,0,6,0,40,3,3,6,21:52,3,0,3,2-15,1.2,25,30,7.1,22-39,277,307,0-1,3-12,12,33,0,2
400869521,2016,3,regular,Tulane,American Athletic,home,14,2,3,0,1,0,55,0,3,2,2,1,7,0,44,3,0,3,28:54,0,0,0,9-71,5.1,47,240,1.8,3-12,21,261,3-4,2-12,14,,,
400869521,2016,3,regular,Navy,American Athletic,away,21,3,0,0,1,0,,,,1,0,2,7,0,41,2,0,4,31:06,0,2,2,3-30,5.2,55,287,4.9,5-12,59,346,0-0,9-14,21,,,
400869523,2016,3,regular,North Carolina A&T,MEAC,away,21,1,,,,2,100,0,5,3,1,2,7,0,36,3,0,5,32:52,2,0,2,11-91,3.2,39,125,6.8,17-36,243,368,0-0,5-19,15,0,0,1
400869523,2016,3,regular,Tulsa,American Athletic,home,58,2,144,0,7,4,93,0,3,16,0,1,9,1,41,2,3,2,27:08,1,1,2,6-60,3.5,39,135,9.2,25-39,358,493,0-0,5-13,28,65,1,2
400869440,2016,3,regular,Louisville,ACC,home,63,7,130,1,2,1,32,0,2,9,1,0,9,1,38,5,5,5,28:01,1,0,1,5-56,6.8,46,314,10.8,13-20,216,530,0-0,5-10,24,36,0,1
400869440,2016,3,regular,Florida State,ACC,away,20,0,0,0,1,2,133,0,6,8,0,1,2,0,40,1,0,1,31:59,1,1,2,8-84,4.0,43,171,4.7,8-24,113,284,0-0,2-13,20,0,0,1
400869437,2016,3,regular,Virginia Tech,ACC,home,49,2,84,0,9,5,21,0,1,7,1,0,8,0,17,0,8,6,35:15,1,0,1,7-55,4.5,50,223,9.4,16-27,253,476,1-1,7-14,25,0,0,1
