,gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,startDate,completed,homeTeam,awayTeam,homePoints,awayPoints,opponent,pointsFor,pointsAgainst,pointDifferential,win,completions,passAttempts,completionPct,thirdDownConversions,thirdDownAttempts,thirdDownPct,fourthDownConversions,fourthDownAttempts,fourthDownPct,penalties,penaltyYards,possessionSeconds,gamesBefore,winsBefore,pointsForBefore,pointsForAvgBefore,pointsAgainstBefore,pointsAgainstAvgBefore,rushingYardsBefore,rushingYardsAvgBefore,rushingAttemptsBefore,rushingAttemptsAvgBefore,netPassingYardsBefore,netPassingYardsAvgBefore,passAttemptsBefore,passAttemptsAvgBefore,completionsBefore,completionsAvgBefore,totalYardsBefore,totalYardsAvgBefore,firstDownsBefore,firstDownsAvgBefore,rushingTDsBefore,rushingTDsAvgBefore,passingTDsBefore,passingTDsAvgBefore,thirdDownConversionsBefore,thirdDownConversionsAvgBefore,thirdDownAttemptsBefore,thirdDownAttemptsAvgBefore,fourthDownConversionsBefore,fourthDownConversionsAvgBefore,fourthDownAttemptsBefore,fourthDownAttemptsAvgBefore,penaltiesBefore,penaltiesAvgBefore,penaltyYardsBefore,penaltyYardsAvgBefore,possessionSecondsBefore,possessionSecondsAvgBefore,turnoversBefore,turnoversAvgBefore,fumblesLostBefore,fumblesLostAvgBefore,interceptionsBefore,interceptionsAvgBefore,sacksBefore,sacksAvgBefore,qbHurriesBefore,qbHurriesAvgBefore,passesDeflectedBefore,passesDeflectedAvgBefore,tacklesForLossBefore,tacklesForLossAvgBefore,defensiveTDsBefore,defensiveTDsAvgBefore,pointDifferentialBefore,pointDifferentialAvgBefore,completionPctBefore,thirdDownPctBefore,fourthDownPctBefore,yardsPerRushAttemptBefore,yardsPerPassAttemptBefore,winPctBefore,pointsForAvgLast3,pointsAgainstAvgLast3,pointDifferentialAvgLast3,rushingYardsAvgLast3,netPassingYardsAvgLast3,totalYardsAvgLast3,sacksAvgLast3,qbHurriesAvgLast3,passesDeflectedAvgLast3,tacklesForLossAvgLast3,turnoversAvgLast3,pointsForAvgLast5,pointsAgainstAvgLast5,pointDifferentialAvgLast5,rushingYardsAvgLast5,netPassingYardsAvgLast5,totalYardsAvgLast5,sacksAvgLast5,qbHurriesAvgLast5,passesDeflectedAvgLast5,tacklesForLossAvgLast5,turnoversAvgLast5,winPctLast3,winPctLast5,isHome,isAway,homeGamesBefore,homeWinsBefore,homeWinPctBefore,homePointsForBefore,homePointsForAvgBefore,homePointsAgainstBefore,homePointsAgainstAvgBefore,homeRushingYardsBefore,homeRushingYardsAvgBefore,homeRushingAttemptsBefore,homeRushingAttemptsAvgBefore,homeNetPassingYardsBefore,homeNetPassingYardsAvgBefore,homePassAttemptsBefore,homePassAttemptsAvgBefore,homeCompletionsBefore,homeCompletionsAvgBefore,homeTotalYardsBefore,homeTotalYardsAvgBefore,homeFirstDownsBefore,homeFirstDownsAvgBefore,homeRushingTDsBefore,homeRushingTDsAvgBefore,homePassingTDsBefore,homePassingTDsAvgBefore,homeThirdDownConversionsBefore,homeThirdDownConversionsAvgBefore,homeThirdDownAttemptsBefore,homeThirdDownAttemptsAvgBefore,homeFourthDownConversionsBefore,homeFourthDownConversionsAvgBefore,homeFourthDownAttemptsBefore,homeFourthDownAttemptsAvgBefore,homePenaltiesBefore,homePenaltiesAvgBefore,homePenaltyYardsBefore,homePenaltyYardsAvgBefore,homePossessionSecondsBefore,homePossessionSecondsAvgBefore,homeTurnoversBefore,homeTurnoversAvgBefore,homeFumblesLostBefore,homeFumblesLostAvgBefore,homeInterceptionsBefore,homeInterceptionsAvgBefore,homeSacksBefore,homeSacksAvgBefore,homeQbHurriesBefore,homeQbHurriesAvgBefore,homePassesDeflectedBefore,homePassesDeflectedAvgBefore,homeTacklesForLossBefore,homeTacklesForLossAvgBefore,homeDefensiveTDsBefore,homeDefensiveTDsAvgBefore,homePointDifferentialBefore,homePointDifferentialAvgBefore,homeCompletionPctBefore,homeThirdDownPctBefore,homeFourthDownPctBefore,homeYardsPerRushAttemptBefore,homeYardsPerPassAttemptBefore,awayGamesBefore,awayWinsBefore,awayWinPctBefore,awayPointsForBefore,awayPointsForAvgBefore,awayPointsAgainstBefore,awayPointsAgainstAvgBefore,awayRushingYardsBefore,awayRushingYardsAvgBefore,awayRushingAttemptsBefore,awayRushingAttemptsAvgBefore,awayNetPassingYardsBefore,awayNetPassingYardsAvgBefore,awayPassAttemptsBefore,awayPassAttemptsAvgBefore,awayCompletionsBefore,awayCompletionsAvgBefore,awayTotalYardsBefore,awayTotalYardsAvgBefore,awayFirstDownsBefore,awayFirstDownsAvgBefore,awayRushingTDsBefore,awayRushingTDsAvgBefore,awayPassingTDsBefore,awayPassingTDsAvgBefore,awayThirdDownConversionsBefore,awayThirdDownConversionsAvgBefore,awayThirdDownAttemptsBefore,awayThirdDownAttemptsAvgBefore,awayFourthDownConversionsBefore,awayFourthDownConversionsAvgBefore,awayFourthDownAttemptsBefore,awayFourthDownAttemptsAvgBefore,awayPenaltiesBefore,awayPenaltiesAvgBefore,awayPenaltyYardsBefore,awayPenaltyYardsAvgBefore,awayPossessionSecondsBefore,awayPossessionSecondsAvgBefore,awayTurnoversBefore,awayTurnoversAvgBefore,awayFumblesLostBefore,awayFumblesLostAvgBefore,awayInterceptionsBefore,awayInterceptionsAvgBefore,awaySacksBefore,awaySacksAvgBefore,awayQbHurriesBefore,awayQbHurriesAvgBefore,awayPassesDeflectedBefore,awayPassesDeflectedAvgBefore,awayTacklesForLossBefore,awayTacklesForLossAvgBefore,awayDefensiveTDsBefore,awayDefensiveTDsAvgBefore,awayPointDifferentialBefore,awayPointDifferentialAvgBefore,awayCompletionPctBefore,awayThirdDownPctBefore,awayFourthDownPctBefore,awayYardsPerRushAttemptBefore,awayYardsPerPassAttemptBefore
458,401110730,2019,1,regular,Georgia State,Sun Belt,away,38,3,,,,2,,,,8.0,0.0,0.0,1.0,0,2.0,4.0,30:34,0,1,1,5-31,4.0,53,213,5.8,11-24,139,352,1-2,10-17,24,6.0,0,76,4,4,2019-08-31 19:30:00+00:00,True,Tennessee,Georgia State,30,38,Tennessee,38,30,8,1,11,24,0.4583333333333333,10,17,0.5882352941176471,1,2,0.5,5,31,1834,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,
459,401121937,2019,2,regular,Georgia State,Sun Belt,home,48,1,0.0,0.0,1.0,5,32.0,0.0,2.0,12.0,57.0,0.0,1.0,0,4.0,3.0,27:14,0,0,0,7-57,5.2,39,204,9.8,29-37,362,566,0-0,6-11,29,4.0,0,84,4,6,2019-09-07 23:00:00+00:00,True,Georgia State,Furman,48,42,Furman,48,42,6,1,29,37,0.7837837837837838,6,11,0.5454545454545454,0,0,,7,57,1634,1,1,38,38.0,30,30.0,213,213.0,53,53.0,139,139.0,24,24.0,11,11.0,352,352.0,24,24.0,3,3.0,2,2.0,10,10.0,17,17.0,1,1.0,2,2.0,5,5.0,31,31.0,1834,1834.0,1,1.0,1,1.0,0,0.0,4.0,4.0,4,4.0,4,4.0,6.0,6.0,0,0.0,8,8.0,0.4583333333333333,0.5882352941176471,0.5,4.018867924528302,5.791666666666667,1.0,38.0,30.0,8.0,213.0,139.0,352.0,4.0,4.0,4.0,6.0,1.0,38.0,30.0,8.0,213.0,139.0,352.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,True,False,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,1,1,1.0,38,38.0,30,30.0,213,213.0,53,53.0,139,139.0,24,24.0,11,11.0,352,352.0,24,24.0,3,3.0,2,2.0,10,10.0,17,17.0,1,1.0,2,2.0,5,5.0,31,31.0,1834,1834.0,1,1.0,1,1.0,0,0.0,4.0,4.0,4,4.0,4,4.0,6.0,6.0,0,0.0,8,8.0,0.4583333333333333,0.5882352941176471,0.5,4.018867924528302,5.791666666666667
460,401119264,2019,3,regular,Georgia State,Sun Belt,away,10,0,11.0,0.0,1.0,1,30.0,0.0,9.0,4.0,,,,0,2.0,0.0,27:30,2,1,3,9-95,5.1,41,210,5.0,11-25,126,336,0-1,4-16,13,6.0,0,41,1,4,2019-09-14 23:00:00+00:00,True,Western Michigan,Georgia State,57,10,Western Michigan,10,57,-47,0,11,25,0.44,4,16,0.25,0,1,0.0,9,95,1650,2,2,86,43.0,72,36.0,417,208.5,92,46.0,501,250.5,61,30.5,40,20.0,918,459.0,53,26.5,4,2.0,7,3.5,16,8.0,28,14.0,1,0.5,2,1.0,12,6.0,88,44.0,3468,1734.0,1,0.5,1,0.5,0,0.0,7.0,3.5,8,4.0,10,5.0,10.0,5.0,0,0.0,14,7.0,0.6557377049180327,0.5714285714285714,0.5,4.532608695652174,8.21311475409836,1.0,43.0,36.0,7.0,208.5,250.5,459.0,3.5,4.0,5.0,5.0,0.5,43.0,36.0,7.0,208.5,250.5,459.0,3.5,4.0,5.0,5.0,0.5,1.0,1.0,False,True,1,1,1.0,48,48.0,42,42.0,204,204.0,39,39.0,362,362.0,37,37.0,29,29.0,566,566.0,29,29.0,1,1.0,5,5.0,6,6.0,11,11.0,0,0.0,0,0.0,7,7.0,57,57.0,1634,1634.0,0,0.0,0,0.0,0,0.0,3.0,3.0,4,4.0,6,6.0,4.0,4.0,0,0.0,6,6.0,0.7837837837837838,0.5454545454545454,,5.230769230769231,9.783783783783784,1,1,1.0,38,38.0,30,30.0,213,213.0,53,53.0,139,139.0,24,24.0,11,11.0,352,352.0,24,24.0,3,3.0,2,2.0,10,10.0,17,17.0,1,1.0,2,2.0,5,5.0,31,31.0,1834,1834.0,1,1.0,1,1.0,0,0.0,4.0,4.0,4,4.0,4,4.0,6.0,6.0,0,0.0,8,8.0,0.4583333333333333,0.5882352941176471,0.5,4.018867924528302,5.791666666666667
461,401121942,2019,4,regular,Georgia State,Sun Belt,away,34,1,-6.0,0.0,1.0,3,43.0,0.0,2.0,10.0,,,,0,4.0,2.0,34:46,1,2,3,4-41,3.8,53,204,5.5,24-40,219,423,2-3,11-21,27,10.0,0,60,6,6,2019-09-21 23:00:00+00:00,True,Texas State,Georgia State,37,34,Texas State,34,37,-3,0,24,40,0.6,11,21,0.5238095238095238,2,3,0.6666666666666666,4,41,2086,3,2,96,32.0,129,43.0,627,209.0,133,44.333333333333336,627,209.0,86,28.666666666666668,51,17.0,1254,418.0,66,22.0,4,1.3333333333333333,8,2.6666666666666665,20,6.666666666666667,44,14.666666666666666,1,0.3333333333333333,3,1.0,21,7.0,183,61.0,5118,1706.0,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,7.0,2.3333333333333335,9,3.0,14,4.666666666666667,16.0,5.333333333333333,0,0.0,-33,-11.0,0.5930232558139535,0.45454545454545453,0.3333333333333333,4.714285714285714,7.290697674418604,0.6666666666666666,32.0,43.0,-11.0,209.0,209.0,418.0,2.3333333333333335,3.0,4.666666666666667,5.333333333333333,1.3333333333333333,32.0,43.0,-11.0,209.0,209.0,418.0,2.3333333333333335,3.0,4.666666666666667,5.333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,False,True,1,1,1.0,48,48.0,42,42.0,204,204.0,39,39.0,362,362.0,37,37.0,29,29.0,566,566.0,29,29.0,1,1.0,5,5.0,6,6.0,11,11.0,0,0.0,0,0.0,7,7.0,57,57.0,1634,1634.0,0,0.0,0,0.0,0,0.0,3.0,3.0,4,4.0,6,6.0,4.0,4.0,0,0.0,6,6.0,0.7837837837837838,0.5454545454545454,,5.230769230769231,9.783783783783784,2,1,0.5,48,24.0,87,43.5,423,211.5,94,47.0,265,132.5,49,24.5,22,11.0,688,344.0,37,18.5,3,1.5,3,1.5,14,7.0,33,16.5,1,0.5,3,1.5,14,7.0,126,63.0,3484,1742.0,4,2.0,2,1.0,2,1.0,4.0,2.0,5,2.5,8,4.0,12.0,6.0,0,0.0,-39,-19.5,0.4489795918367347,0.42424242424242425,0.3333333333333333,4.5,5.408163265306122
462,401121949,2019,6,regular,Georgia State,Sun Belt,home,52,6,10.0,0.0,1.0,1,0.0,0.0,3.0,10.0,4.0,0.0,2.0,0,,6.0,39:19,0,0,0,10-124,5.9,58,340,9.3,29-41,382,722,1-1,7-14,39,6.0,0,38,1,8,2019-10-05 19:30:00+00:00,True,Georgia State,Arkansas State,52,38,Arkansas State,52,38,14,1,29,41,0.7073170731707317,7,14,0.5,1,1,1.0,10,124,2359,4,2,130,32.5,166,41.5,831,207.75,186,46.5,846,211.5,126,31.5,75,18.75,1677,419.25,93,23.25,5,1.25,11,2.75,31,7.75,65,16.25,3,0.75,6,1.5,25,6.25,224,56.0,7204,1801.0,7,1.75,4,1.0,3,0.75,9.0,2.25,15,3.75,20,5.0,26.0,6.5,0,0.0,-36,-9.0,0.5952380952380952,0.47692307692307695,0.5,4.467741935483871,6.714285714285714,0.5,30.666666666666668,45.333333333333336,-14.666666666666666,206.0,235.66666666666666,441.6666666666667,1.6666666666666667,3.6666666666666665,5.333333333333333,6.666666666666667,2.0,32.5,41.5,-9.0,207.75,211.5,419.25,2.25,3.75,5.0,6.5,1.75,0.3333333333333333,0.5,True,False,1,1,1.0,48,48.0,42,42.0,204,204.0,39,39.0,362,362.0,37,37.0,29,29.0,566,566.0,29,29.0,1,1.0,5,5.0,6,6.0,11,11.0,0,0.0,0,0.0,7,7.0,57,57.0,1634,1634.0,0,0.0,0,0.0,0,0.0,3.0,3.0,4,4.0,6,6.0,4.0,4.0,0,0.0,6,6.0,0.7837837837837838,0.5454545454545454,,5.230769230769231,9.783783783783784,3,1,0.3333333333333333,82,27.333333333333332,124,41.333333333333336,627,209.0,147,49.0,484,161.33333333333334,89,29.666666666666668,46,15.333333333333334,1111,370.3333333333333,64,21.333333333333332,4,1.3333333333333333,6,2.0,25,8.333333333333334,54,18.0,3,1.0,6,2.0,18,6.0,167,55.666666666666664,5570,1856.6666666666667,7,2.3333333333333335,4,1.3333333333333333,3,1.0,6.0,2.0,11,3.6666666666666665,14,4.666666666666667,22.0,7.333333333333333,0,0.0,-42,-14.0,0.5168539325842697,0.46296296296296297,0.5,4.26530612244898,5.438202247191011
463,401121952,2019,7,regular,Georgia State,Sun Belt,away,31,3,-2.0,0.0,1.0,1,0.0,0.0,2.0,7.0,,,,4,2.0,1.0,34:59,1,0,1,2-18,6.3,56,350,5.1,16-24,122,472,2-2,10-19,22,4.0,0,31,0,4,2019-10-12 21:00:00+00:00,True,Coastal Carolina,Georgia State,21,31,Coastal Carolina,31,21,10,1,16,24,0.6666666666666666,10,19,0.5263157894736842,2,2,1.0,2,18,2099,5,3,182,36.4,204,40.8,1171,234.2,244,48.8,1228,245.6,167,33.4,104,20.8,2399,479.8,132,26.4,11,2.2,12,2.4,38,7.6,79,15.8,4,0.8,7,1.4,35,7.0,348,69.6,9563,1912.6,7,1.4,4,0.8,3,0.6,15.0,3.0,16,3.2,28,5.6,32.0,6.4,0,0.0,-22,-4.4,0.6227544910179641,0.4810126582278481,0.5714285714285714,4.799180327868853,7.3532934131736525,0.6,32.0,44.0,-12.0,251.33333333333334,242.33333333333334,493.6666666666667,2.6666666666666665,2.6666666666666665,6.0,7.333333333333333,2.0,36.4,40.8,-4.4,234.2,245.6,479.8,3.0,3.2,5.6,6.4,1.4,0.3333333333333333,0.6,False,True,2,2,1.0,100,50.0,80,40.0,544,272.0,97,48.5,744,372.0,78,39.0,58,29.0,1288,644.0,68,34.0,7,3.5,6,3.0,13,6.5,25,12.5,1,0.5,1,0.5,17,8.5,181,90.5,3993,1996.5,0,0.0,0,0.0,0,0.0,9.0,4.5,5,2.5,14,7.0,10.0,5.0,0,0.0,20,10.0,0.7435897435897436,0.52,1.0,5.608247422680412,9.538461538461538,3,1,0.3333333333333333,82,27.333333333333332,124,41.333333333333336,627,209.0,147,49.0,484,161.33333333333334,89,29.666666666666668,46,15.333333333333334,1111,370.3333333333333,64,21.333333333333332,4,1.3333333333333333,6,2.0,25,8.333333333333334,54,18.0,3,1.0,6,2.0,18,6.0,167,55.666666666666664,5570,1856.6666666666667,7,2.3333333333333335,4,1.3333333333333333,3,1.0,6.0,2.0,11,3.6666666666666665,14,4.666666666666667,22.0,7.333333333333333,0,0.0,-42,-14.0,0.5168539325842697,0.46296296296296297,0.5,4.26530612244898,5.438202247191011
464,401114329,2019,8,regular,Georgia State,Sun Belt,home,28,1,,,,3,0.0,0.0,2.0,2.0,27.0,0.0,1.0,2,2.0,0.0,21:52,0,1,1,1-5,4.6,32,147,8.3,20-28,232,379,1-2,6-10,23,0.0,0,46,0,4,2019-10-19 23:00:00+00:00,True,Georgia State,Army,28,21,Army,28,21,7,1,20,28,0.7142857142857143,6,10,0.6,1,2,0.5,1,5,1312,6,4,213,35.5,225,37.5,1521,253.5,300,50.0,1350,225.0,191,31.833333333333332,120,20.0,2871,478.5,154,25.666666666666668,14,2.3333333333333335,13,2.1666666666666665,48,8.0,98,16.333333333333332,6,1.0,9,1.5,37,6.166666666666667,366,61.0,11662,1943.6666666666667,8,1.3333333333333333,4,0.6666666666666666,4,0.6666666666666666,16.0,2.6666666666666665,16,2.6666666666666665,32,5.333333333333333,36.0,6.0,0,0.0,-12,-2.0,0.6282722513089005,0.4897959183673469,0.6666666666666666,5.07,7.0680628272251305,0.6666666666666666,39.0,32.0,7.0,298.0,241.0,539.0,3.0,2.3333333333333335,6.0,6.666666666666667,1.3333333333333333,35.0,39.0,-4.0,261.6,242.2,503.8,2.4,2.4,5.6,6.0,1.4,0.6666666666666666,0.6,True,False,2,2,1.0,100,50.0,80,40.0,544,272.0,97,48.5,744,372.0,78,39.0,58,29.0,1288,644.0,68,34.0,7,3.5,6,3.0,13,6.5,25,12.5,1,0.5,1,0.5,17,8.5,181,90.5,3993,1996.5,0,0.0,0,0.0,0,0.0,9.0,4.5,5,2.5,14,7.0,10.0,5.0,0,0.0,20,10.0,0.7435897435897436,0.52,1.0,5.608247422680412,9.538461538461538,4,2,0.5,113,28.25,145,36.25,977,244.25,203,50.75,606,151.5,113,28.25,62,15.5,1583,395.75,86,21.5,7,1.75,7,1.75,35,8.75,73,18.25,5,1.25,8,2.0,20,5.0,185,46.25,7669,1917.25,8,2.0,4,1.0,4,1.0,7.0,1.75,11,2.75,18,4.5,26.0,6.5,0,0.0,-32,-8.0,0.5486725663716814,0.4794520547945205,0.625,4.812807881773399,5.3628318584070795
465,401121959,2019,9,regular,Georgia State,Sun Belt,home,52,5,5.0,0.0,1.0,2,,,,10.0,,,,0,,8.0,34:28,1,0,1,3-35,6.8,57,390,7.6,18-25,189,579,2-2,10-16,30,7.0,0,39,0,10,2019-10-26 23:00:00+00:00,True,Georgia State,Troy,52,33,Troy,52,33,19,1,18,25,0.72,10,16,0.625,2,2,1.0,3,35,2068,7,5,241,34.42857142857143,246,35.142857142857146,1668,238.28571428571428,332,47.42857142857143,1582,226.0,219,31.285714285714285,140,20.0,3250,464.2857142857143,177,25.285714285714285,15,2.142857142857143,16,2.2857142857142856,54,7.714285714285714,108,15.428571428571429,7,1.0,11,1.5714285714285714,38,5.428571428571429,371,53.0,12974,1853.4285714285713,9,1.2857142857142858,5,0.7142857142857143,4,0.5714285714285714,16.0,2.2857142857142856,16,2.2857142857142856,36,5.142857142857143,36.0,5.142857142857143,0,0.0,-5,-0.7142857142857143,0.639269406392694,0.5,0.6363636363636364,5.024096385542169,7.223744292237443,0.7142857142857143,37.0,26.666666666666668,10.333333333333334,279.0,245.33333333333334,524.3333333333334,2.3333333333333335,0.3333333333333333,5.333333333333333,3.3333333333333335,0.6666666666666666,31.0,34.8,-3.8,250.2,216.2,466.4,1.8,1.6,5.2,5.2,1.6,1.0,0.6,True,False,3,3,1.0,128,42.666666666666664,101,33.666666666666664,691,230.33333333333334,129,43.0,976,325.3333333333333,106,35.333333333333336,78,26.0,1667,555.6666666666666,91,30.333333333333332,8,2.6666666666666665,9,3.0,19,6.333333333333333,35,11.666666666666666,2,0.6666666666666666,3,1.0,18,6.0,186,62.0,5305,1768.3333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.0,9.0,3.0,5,1.6666666666666667,18,6.0,10.0,3.3333333333333335,0,0.0,27,9.0,0.7358490566037735,0.5428571428571428,0.6666666666666666,5.3565891472868215,9.20754716981132,4,2,0.5,113,28.25,145,36.25,977,244.25,203,50.75,606,151.5,113,28.25,62,15.5,1583,395.75,86,21.5,7,1.75,7,1.75,35,8.75,73,18.25,5,1.25,8,2.0,20,5.0,185,46.25,7669,1917.25,8,2.0,4,1.0,4,1.0,7.0,1.75,11,2.75,18,4.5,26.0,6.5,0,0.0,-32,-8.0,0.5486725663716814,0.4794520547945205,0.625,4.812807881773399,5.3628318584070795
466,401121966,2019,11,regular,Georgia State,Sun Belt,away,31,4,,,,0,,,,7.0,1.0,0.0,1.0,0,,0.0,26:05,0,1,1,3-25,7.8,53,414,4.4,13-28,122,536,1-3,8-15,27,0.0,0,39,1,4,2019-11-09 22:00:00+00:00,True,UL Monroe,Georgia State,45,31,UL Monroe,31,45,-14,0,13,28,0.4642857142857143,8,15,0.5333333333333333,1,3,0.3333333333333333,3,25,1565,8,6,293,36.625,279,34.875,2058,257.25,389,48.625,1771,221.375,244,30.5,158,19.75,3829,478.625,207,25.875,20,2.5,18,2.25,64,8.0,124,15.5,9,1.125,13,1.625,41,5.125,406,50.75,15042,1880.25,10,1.25,5,0.625,5,0.625,24.0,3.0,16,2.0,46,5.75,43.0,5.375,0,0.0,14,1.75,0.6475409836065574,0.5161290322580645,0.6923076923076923,5.290488431876606,7.258196721311475,0.75,37.0,25.0,12.0,295.6666666666667,181.0,476.6666666666667,3.0,0.0,6.0,3.6666666666666665,1.0,39.4,30.0,9.4,286.2,228.8,515.0,3.4,1.4,6.4,5.4,1.2,1.0,0.8,False,True,4,4,1.0,180,45.0,134,33.5,1081,270.25,186,46.5,1165,291.25,131,32.75,96,24.0,2246,561.5,121,30.25,13,3.25,11,2.75,29,7.25,51,12.75,4,1.0,5,1.25,21,5.25,221,55.25,7373,1843.25,2,0.5,1,0.25,1,0.25,17.0,4.25,5,1.25,28,7.0,17.0,4.25,0,0.0,46,11.5,0.732824427480916,0.5686274509803921,0.8,5.811827956989247,8.893129770992367,4,2,0.5,113,28.25,145,36.25,977,244.25,203,50.75,606,151.5,113,28.25,62,15.5,1583,395.75,86,21.5,7,1.75,7,1.75,35,8.75,73,18.25,5,1.25,8,2.0,20,5.0,185,46.25,7669,1917.25,8,2.0,4,1.0,4,1.0,7.0,1.75,11,2.75,18,4.5,26.0,6.5,0,0.0,-32,-8.0,0.5486725663716814,0.4794520547945205,0.625,4.812807881773399,5.3628318584070795
467,401121968,2019,12,regular,Georgia State,Sun Belt,home,27,2,0.0,0.0,1.0,1,9.0,0.0,1.0,3.0,34.0,1.0,1.0,0,,1.0,23:10,2,1,3,2-20,6.0,31,186,4.3,15-32,138,324,0-1,4-15,13,7.0,1,53,1,6,2019-11-17 00:30:00+00:00,True,Georgia State,App State,27,56,App State,27,56,-29,0,15,32,0.46875,4,15,0.26666666666666666,0,1,0.0,2,20,1390,9,6,324,36.0,324,36.0,2472,274.6666666666667,442,49.111111111111114,1893,210.33333333333334,272,30.22222222222222,171,19.0,4365,485.0,234,26.0,24,2.6666666666666665,18,2.0,72,8.0,139,15.444444444444445,10,1.1111111111111112,16,1.7777777777777777,44,4.888888888888889,431,47.888888888888886,16607,1845.2222222222222,11,1.2222222222222223,6,0.6666666666666666,5,0.5555555555555556,24.0,2.6666666666666665,17,1.8888888888888888,50,5.555555555555555,43.0,4.777777777777778,0,0.0,0,0.0,0.6286764705882353,0.5179856115107914,0.625,5.592760180995475,6.959558823529412,0.6666666666666666,37.0,33.0,4.0,317.0,181.0,498.0,2.6666666666666665,0.3333333333333333,6.0,2.3333333333333335,1.0,38.8,31.6,7.2,328.2,209.4,537.6,3.0,0.4,6.0,3.4,0.8,0.6666666666666666,0.8,True,False,4,4,1.0,180,45.0,134,33.5,1081,270.25,186,46.5,1165,291.25,131,32.75,96,24.0,2246,561.5,121,30.25,13,3.25,11,2.75,29,7.25,51,12.75,4,1.0,5,1.25,21,5.25,221,55.25,7373,1843.25,2,0.5,1,0.25,1,0.25,17.0,4.25,5,1.25,28,7.0,17.0,4.25,0,0.0,46,11.5,0.732824427480916,0.5686274509803921,0.8,5.811827956989247,8.893129770992367,5,2,0.4,144,28.8,190,38.0,1391,278.2,256,51.2,728,145.6,141,28.2,75,15.0,2119,423.8,113,22.6,11,2.2,7,1.4,43,8.6,88,17.6,6,1.2,11,2.2,23,4.6,210,42.0,9234,1846.8,9,1.8,5,1.0,4,0.8,7.0,1.4,12,2.4,22,4.4,26.0,5.2,0,0.0,-46,-9.2,0.5319148936170213,0.48863636363636365,0.5454545454545454,5.43359375,5.163120567375887
