season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2022,Air Force,Mountain West,261.7,60.2,28.9,172.6,0.733,0.998,0.315,0.84,0.861,0.922,0.416,0.897
2022,Akron,Mid-American,47.0,4.7,42.0,0.3,0.203,0.075,0.302,0.01,0.467,0.291,0.278,0.806
2022,Alabama,SEC,393.8,239.9,113.3,40.5,0.552,0.894,0.306,0.537,0.586,0.962,0.276,0.446
2022,App State,Sun Belt,290.8,162.4,41.6,86.9,0.555,0.967,0.152,1.055,0.673,0.943,0.211,0.734
2022,Arizona,Pac-12,154.2,54.9,77.1,22.2,0.563,1.0,0.414,0.677,0.825,1.0,0.406,0.925
2022,Arizona State,Pac-12,54.3,7.5,31.4,15.3,0.139,0.084,0.197,0.107,0.134,0.03,0.223,0.169
2022,Arkansas,SEC,275.7,116.7,58.0,101.0,0.681,1.007,0.315,0.959,0.744,0.981,0.398,0.759
2022,Arkansas State,Sun Belt,109.1,21.3,87.0,0.7,0.203,0.082,0.311,-0.184,0.252,0.175,0.418,0.268
2022,Army,FBS Independents,174.8,-1.6,63.5,112.9,0.618,-0.038,0.832,0.684,0.525,0.179,0.802,0.549
2022,Auburn,SEC,173.4,4.4,102.6,66.4,0.452,0.046,0.543,0.662,0.558,0.288,0.596,0.833
2022,Ball State,Mid-American,100.3,5.8,90.6,4.0,0.37,0.075,0.625,0.082,0.459,0.071,0.596,0.766
2022,Baylor,Big 12,88.1,28.1,46.6,13.4,0.209,0.257,0.26,0.1,0.171,0.263,0.219,0.069
2022,Boise State,Mountain West,283.7,147.8,115.4,20.5,0.648,1.027,0.442,0.614,0.635,0.981,0.388,0.442
2022,Boston College,ACC,202.2,49.1,115.0,38.0,0.636,0.538,0.656,0.736,0.597,0.369,0.684,0.722
2022,Bowling Green,Mid-American,109.0,29.3,54.8,24.9,1.038,1.145,1.0,1.0,0.993,0.984,1.0,1.0
2022,Buffalo,Mid-American,94.6,9.6,67.5,17.5,0.344,0.117,0.609,0.213,0.363,0.254,0.598,0.309
2022,BYU,FBS Independents,300.9,113.4,147.0,40.4,0.619,0.82,0.694,0.297,0.587,0.826,0.627,0.343
2022,California,Pac-12,63.0,0.0,34.6,28.5,0.211,0.0,0.25,0.343,0.226,0.0,0.265,0.547
2022,Central Michigan,Mid-American,269.5,109.1,114.6,45.7,0.67,0.782,0.56,0.781,0.7,0.682,0.47,0.911
2022,Charlotte,Conference USA,382.8,146.2,195.0,41.6,0.838,1.0,0.726,0.979,0.916,1.0,0.715,0.99
2022,Cincinnati,American Athletic,148.1,-0.4,109.6,38.9,0.272,-0.003,0.525,0.183,0.241,0.033,0.564,0.201
2022,Clemson,ACC,206.2,44.0,96.1,66.1,0.458,0.206,0.657,0.732,0.621,0.492,0.658,0.807
2022,Coastal Carolina,Sun Belt,354.2,195.8,60.2,98.2,0.578,0.943,0.246,0.613,0.623,0.991,0.204,0.621
2022,Colorado,Pac-12,131.2,22.7,91.3,17.2,0.694,0.596,0.74,0.635,0.717,0.986,0.604,0.56
2022,Colorado State,Mountain West,104.0,-0.8,126.6,-21.9,0.277,-0.006,0.584,-0.948,0.422,0.002,0.562,0.737
2022,Duke,ACC,108.0,6.4,80.6,21.0,0.376,0.071,0.533,0.468,0.329,0.218,0.503,0.299
2022,East Carolina,American Athletic,313.9,120.8,142.5,50.6,0.747,0.913,0.594,1.07,0.873,0.986,0.574,0.982
2022,Eastern Michigan,Mid-American,184.9,10.6,156.6,17.7,0.504,0.09,0.81,0.318,0.451,0.013,0.873,0.572
2022,Florida,SEC,155.2,19.4,103.1,32.7,0.31,0.131,0.444,0.27,0.302,0.164,0.496,0.286
2022,Florida Atlantic,Conference USA,149.4,55.9,66.9,26.7,0.825,1.081,0.638,1.077,0.746,0.88,0.606,0.679
2022,Florida International,Conference USA,103.5,11.6,86.8,5.0,0.444,0.153,0.604,0.373,0.372,0.1,0.569,0.773
2022,Florida State,ACC,265.1,68.9,137.3,58.9,0.738,0.758,0.776,0.647,0.598,0.595,0.651,0.565
2022,Fresno State,Mountain West,474.1,203.8,240.9,29.4,0.86,0.986,0.752,1.2,0.791,0.998,0.747,0.557
2022,Georgia,SEC,389.9,137.8,197.4,54.7,0.683,0.768,0.714,0.475,0.63,0.773,0.721,0.454
2022,Georgia Southern,Sun Belt,90.3,2.3,74.2,13.8,0.695,0.114,1.012,0.375,0.403,0.15,0.808,0.418
2022,Georgia State,Sun Belt,326.4,78.8,107.9,139.7,0.841,0.957,0.677,0.956,0.79,0.758,0.627,0.873
2022,Georgia Tech,ACC,168.5,53.5,68.0,47.0,0.629,0.829,0.483,0.746,0.407,0.517,0.407,0.309
2022,Hawai'i,Mountain West,85.9,11.5,51.7,22.6,0.243,0.111,0.315,0.263,0.282,0.231,0.292,0.339
2022,Houston,American Athletic,417.2,183.2,186.1,48.0,0.77,1.017,0.604,0.889,0.834,0.998,0.636,0.818
2022,Illinois,Big Ten,126.5,-3.1,74.9,54.7,0.55,-0.075,0.648,0.747,0.694,0.504,0.683,0.841
2022,Indiana,Big Ten,30.4,4.6,9.3,16.4,0.245,0.354,0.104,0.781,0.377,0.585,0.194,0.29
2022,Iowa,Big Ten,182.9,34.8,120.6,27.4,0.919,1.009,0.744,13.048,0.648,0.998,0.657,0.317
2022,Iowa State,Big 12,142.6,4.6,123.0,15.0,0.31,0.028,0.539,0.215,0.222,0.063,0.51,0.158
2022,Kansas,Big 12,212.9,79.4,97.5,36.0,0.727,0.913,0.563,1.108,0.722,0.944,0.511,0.714
2022,Kansas State,Big 12,187.7,14.5,100.7,72.4,0.541,0.133,0.686,0.796,0.585,0.257,0.784,0.746
2022,Kent State,Mid-American,244.1,4.4,114.5,125.1,0.458,0.039,0.548,0.592,0.49,0.06,0.588,0.747
2022,Kentucky,SEC,271.5,111.4,38.9,121.2,0.621,1.001,0.192,0.981,0.642,0.734,0.263,0.832
2022,Liberty,FBS Independents,136.9,10.9,104.9,21.2,0.36,0.112,0.626,0.184,0.255,0.081,0.538,0.269
2022,Louisiana,Sun Belt,149.9,21.1,105.1,23.7,0.363,0.22,0.568,0.179,0.28,0.04,0.621,0.293
2022,Louisiana Tech,Conference USA,98.3,0.9,103.9,-6.5,0.322,0.007,0.636,-0.504,0.269,0.003,0.695,0.239
2022,Louisville,ACC,391.1,142.5,144.1,104.5,0.641,0.697,0.573,0.678,0.653,0.628,0.592,0.708
2022,LSU,SEC,214.0,18.7,189.0,6.2,0.484,0.128,0.722,0.177,0.287,0.139,0.706,0.118
2022,Marshall,Conference USA,165.5,1.2,89.1,75.2,0.506,0.013,0.674,0.754,0.408,0.01,0.706,0.592
2022,Maryland,Big Ten,337.5,155.5,150.5,31.5,0.711,0.901,0.591,0.659,0.676,0.964,0.474,0.476
2022,Massachusetts,FBS Independents,103.9,0.1,56.8,47.0,0.781,0.018,0.796,0.839,0.848,0.853,0.723,0.93
2022,Memphis,American Athletic,338.0,164.3,129.1,44.5,0.753,1.077,0.537,0.795,0.797,0.88,0.524,0.91
2022,Miami,ACC,317.1,161.0,129.7,26.5,0.678,0.848,0.54,0.69,0.589,0.719,0.401,0.592
2022,Miami (OH),Mid-American,296.6,119.6,123.0,54.1,0.655,0.703,0.555,0.883,0.737,0.698,0.631,0.873
2022,Michigan,Big Ten,338.4,115.5,157.8,65.1,0.78,1.008,0.881,0.465,0.741,0.995,0.845,0.49
2022,Michigan State,Big Ten,334.4,156.1,155.6,22.7,0.711,0.976,0.684,0.274,0.644,0.975,0.641,0.274
2022,Middle Tennessee,Conference USA,198.5,81.8,82.2,34.6,0.714,0.87,0.52,1.321,0.604,0.819,0.517,0.436
2022,Minnesota,Big Ten,305.0,100.7,159.0,45.3,0.866,1.0,0.929,0.568,0.674,1.0,0.865,0.462
2022,Mississippi State,SEC,229.3,15.5,175.2,38.6,0.415,0.067,0.627,0.948,0.401,0.031,0.694,0.875
2022,Missouri,SEC,145.7,16.5,101.2,28.0,0.34,0.119,0.492,0.334,0.299,0.171,0.51,0.272
2022,Navy,American Athletic,34.6,-3.5,9.3,28.8,0.235,3.889,0.229,0.268,0.472,0.976,0.246,0.397
2022,NC State,ACC,288.5,144.9,134.3,9.3,0.695,0.938,0.634,0.189,0.62,0.996,0.526,0.189
2022,Nebraska,Big Ten,324.5,142.6,136.0,45.8,0.496,0.537,0.509,0.377,0.556,0.49,0.599,0.614
2022,Nevada,Mountain West,40.3,0.1,14.6,25.5,0.074,0.0,0.049,0.988,0.287,0.085,0.208,0.883
2022,New Mexico,Mountain West,21.2,-13.1,49.8,-15.5,0.312,-10.917,0.639,1.449,0.344,0.324,0.634,0.272
2022,New Mexico State,FBS Independents,62.5,15.4,48.9,-1.8,0.258,0.296,0.312,-0.053,0.287,0.153,0.365,0.508
2022,North Carolina,ACC,225.1,29.8,159.8,35.4,0.447,0.26,0.723,0.21,0.356,0.09,0.771,0.297
2022,Northern Illinois,Mid-American,394.5,144.0,136.7,113.8,0.813,0.992,0.69,0.803,0.763,0.906,0.659,0.709
2022,North Texas,Conference USA,267.9,70.8,129.6,67.5,0.779,0.966,0.717,0.748,0.749,0.997,0.738,0.578
2022,Northwestern,Big Ten,139.8,21.4,83.4,35.1,0.573,0.409,0.611,0.631,0.694,0.497,0.744,0.838
2022,Notre Dame,FBS Independents,211.7,40.8,144.8,26.1,0.418,0.223,0.528,0.525,0.402,0.155,0.683,0.424
2022,Ohio,Mid-American,106.2,42.4,37.3,26.5,0.416,0.701,0.344,0.308,0.551,0.827,0.307,0.447
2022,Ohio State,Big Ten,582.1,257.5,239.9,84.7,0.747,0.875,0.641,0.766,0.743,0.953,0.492,0.755
2022,Oklahoma,Big 12,143.4,15.2,110.6,17.6,0.277,0.085,0.464,0.176,0.211,0.016,0.358,0.285
2022,Oklahoma State,Big 12,336.0,132.3,145.3,58.4,0.903,0.899,0.945,0.82,0.66,0.883,0.799,0.414
2022,Old Dominion,Conference USA,299.0,94.7,148.8,55.5,0.787,0.936,0.663,1.024,0.914,0.997,0.725,0.989
2022,Ole Miss,SEC,14.7,-18.3,31.8,1.1,0.032,-0.16,0.164,0.007,0.107,0.11,0.201,0.041
2022,Oregon,Pac-12,75.2,9.0,53.5,12.7,0.169,0.077,0.302,0.083,0.183,0.046,0.435,0.133
2022,Oregon State,Pac-12,323.0,131.3,104.0,87.7,0.698,0.934,0.565,0.634,0.641,0.909,0.515,0.497
2022,Penn State,Big Ten,250.4,102.5,127.2,20.7,0.761,0.914,0.617,2.029,0.692,0.933,0.501,0.536
2022,Pittsburgh,ACC,187.7,22.4,110.1,55.3,0.288,0.104,0.328,0.546,0.387,0.041,0.385,0.805
2022,Purdue,Big Ten,332.8,201.4,139.3,-8.0,0.601,0.834,0.424,0.497,0.603,0.758,0.439,0.569
2022,Rice,Conference USA,94.3,7.3,49.8,37.2,0.355,0.117,0.334,0.686,0.389,0.364,0.351,0.43
2022,Rutgers,Big Ten,127.3,14.7,60.8,51.8,0.646,0.936,0.519,0.806,0.709,0.933,0.593,0.589
2022,San Diego State,Mountain West,91.2,2.0,77.6,11.6,0.335,0.03,0.52,0.21,0.242,0.04,0.502,0.28
2022,San José State,Mountain West,137.3,26.6,89.9,20.9,0.549,0.357,0.63,0.647,0.483,0.317,0.77,0.463
2022,SMU,American Athletic,412.7,224.9,131.6,56.2,0.69,0.984,0.447,0.753,0.743,0.985,0.466,0.714
2022,South Alabama,Sun Belt,113.4,21.1,93.9,-1.7,0.324,0.165,0.474,-0.073,0.503,0.286,0.567,0.692
2022,South Carolina,SEC,181.3,43.2,136.7,1.3,0.652,0.438,0.843,0.078,0.548,0.438,0.776,0.497
2022,Southern Miss,Conference USA,133.1,43.5,72.8,16.8,0.778,0.926,0.735,0.68,0.877,0.946,0.824,0.844
2022,South Florida,American Athletic,157.9,-7.3,116.3,48.8,0.497,-0.127,0.703,0.512,0.38,0.098,0.679,0.475
